epoch,trainingLoss
0,0.37700117006897926
1,0.48495376703795046
2,0.12746210675686598
3,0.19353320077061653
4,0.2582819683011621
5,0.27971514500677586
6,0.24694201350212097
7,0.4080717763863504
8,0.925460827536881
9,0.27133305463939905
10,0.6907458519563079
11,0.7820949126034975
12,0.23019806970842183
13,0.422975423745811
14,0.7631317563354969
15,0.2682610396295786
16,1.2933286242187023
17,0.3511636760085821
18,0.1341334879398346
19,0.2930403621867299
20,0.13431509397923946
21,0.5154159078374505
22,0.2521307021379471
23,0.25966020906344056
24,0.22158781625330448
25,0.29782214760780334
26,0.3669238365255296
27,0.2897609453648329
28,0.1643267166800797
29,0.3465129313990474
30,0.21794917900115252
31,0.16304857470095158
32,0.23643512651324272
33,0.25303384847939014
34,0.24185009207576513
35,0.14499215874820948
36,0.4100187225267291
37,0.2853759163990617
38,0.4461034908890724
39,0.4485738594084978
40,0.35353150963783264
41,0.19585692323744297
42,0.14416891895234585
43,0.24740965105593204
44,0.187221959233284
45,0.3226458012359217
46,0.15179306082427502
47,0.20191443618386984
48,0.1910461476072669
49,0.2817683448083699
50,0.13847377430647612
51,0.2333178836852312
52,0.4031899753026664
53,0.12970556365326047
54,0.16815085615962744
55,0.14998039789497852
56,0.11411987873725593
57,0.16487860959023237
58,0.2548021115362644
59,0.25774768833070993
60,0.10372126800939441
61,0.2272924780845642
62,0.31403854000382125
63,0.3054352132603526
64,0.14348659245297313
65,0.17487407010048628
66,0.1675176015123725
67,0.14991964027285576
68,0.3877086453139782
69,0.11129659076686949
70,0.2440567845478654
71,0.21874393429607153
72,0.21478947903960943
73,0.12871281104162335
74,0.16534223686903715
75,0.6404525134712458
76,0.09256591903977096
77,0.16843280103057623
78,0.3679349394515157
79,0.2595827365294099
80,0.2264778194949031
81,0.12930817630331148
82,0.41799486754462123
83,0.19997004605829716
84,0.24246129766106606
85,0.2239385610446334
86,0.11241271765902638
87,0.1708298334851861
88,0.10012305900454521
89,0.10640762373805046
90,0.17681105062365532
91,0.13861474581062794
92,0.3004128751344979
93,0.1258546500466764
94,0.5186982457526028
95,0.20812872145324945
96,0.29153482988476753
97,0.14744745939970016
98,0.28314094617962837
99,0.18101886101067066
100,0.16979778185486794
101,0.10365436435677111
102,0.10471900622360408
103,0.16984860971570015
104,0.30588430166244507
105,0.13825898990035057
106,0.09389502927660942
107,0.12576543306931853
108,0.20549317682161927
109,0.14291567262262106
110,0.3890462792478502
111,0.13974150735884905
112,0.4786023395135999
113,0.34763114154338837
114,0.14771648775786161
115,0.1482042334973812
116,0.17692006821744144
117,0.14393250411376357
118,0.1509883040562272
119,0.2134678402217105
120,0.11614079121500254
121,0.17093616630882025
122,0.12297710962593555
123,0.15584520529955626
124,0.1507299728691578
125,0.17219457565806806
126,0.1707874545827508
127,0.2392264660447836
128,0.3912366630975157
129,0.3788898242637515
130,0.17614214960485697
131,0.16863548383116722
132,0.1169084352441132
133,0.16578066907823086
134,0.188058209605515
135,0.19146429933607578
136,0.10862081893719733
137,0.15858165174722672
138,0.24042004835791886
139,0.16409187577664852
140,0.09364668326452374
141,0.17309909034520388
142,1.2258200040087104
143,0.15245009679347277
144,0.22328054904937744
145,0.5023327604867518
146,0.2531153089366853
147,0.2002908093854785
148,0.09481866611167789
149,0.17622588155791163
150,0.10922115854918957
151,0.2508576172403991
152,1.2170344202313572
153,0.15670849569141865
154,0.1469133524224162
155,0.1369809997268021
156,0.23151202686131
157,0.24666290916502476
158,0.21072762459516525
159,0.1221864284016192
